"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"Nina's Pet House","099 136 8588","","5","6","https://www.instagram.com/ninaspet.house?igsh=MXI1bzdpZ3dmdzV6Yw==","solo_red_social","","true","Peluquero de mascotas","Vicente Rocafuerte S1-60, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Nina%27s+Pet+House/data=!4m7!3m6!1s0x91d591005f9ac00d:0x36b2f9e4049b0c29!8m2!3d-0.2125874!4d-78.4062608!16s%2Fg%2F11wg46yq04!19sChIJDcCaXwCR1ZERKQybBOT5sjY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"DOG SPOT","099 551 3057","","5","9","https://www.instagram.com/dogsociety.ec?igsh=MTFydHc4eWx2eXg2dg==","solo_red_social","","true","Peluquero de mascotas","Colina Plaza, 170902 Quito","Tumbaco, Quito","https://www.google.com/maps/place/DOG+SPOT/data=!4m7!3m6!1s0x91d591e5ab391b55:0xe48f70bcd71c3fef!8m2!3d-0.1976377!4d-78.3940088!16s%2Fg%2F11yjv_wxvd!19sChIJVRs5q-WR1ZER7z8c17xwj-Q?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Veterinaria Puppy Vet","096 795 7110","","4.6","47","","ninguno","","true","Veterinario","Abdón Calderón, 170184 Quito","Tumbaco, Quito","https://www.google.com/maps/place/Veterinaria+Puppy+Vet/data=!4m7!3m6!1s0x91d59135fc701cd3:0x6fc95b7bc263c2e!8m2!3d-0.2113235!4d-78.4035587!16s%2Fg%2F11h7f79ktw!19sChIJ0xxw_DWR1ZERLjwmvLeV_AY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Hair Clinic - La Carolina","099 077 4397","","4.9","729","https://hairclinic.com.ec/link-in-bio","sitio_propio","","false","Peluquería","Avenida Shyris y República del Salvador esquina Edificio Onix, Piso 1, oficina 1A (sobre casave, 170137 Quito","La Carolina, Quito","https://www.google.com/maps/place/Hair+Clinic+-+La+Carolina/data=!4m7!3m6!1s0x91d59ba43d45b7cd:0xa1ed05c0547b3678!8m2!3d-0.1858496!4d-78.4824508!16s%2Fg%2F11pd1vxwmz!19sChIJzbdFPaSb1ZEReDZ7VMAF7aE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Pili peluquería","098 318 6843","","5","20","","ninguno","","true","Peluquería","170103 Quito","La Carolina, Quito","https://www.google.com/maps/place/Pili+peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59bd3b75dc3bd:0xcb358e39f1b5e61b!8m2!3d-0.1770134!4d-78.48637!16s%2Fg%2F11yhbq7zvw!19sChIJvcNdt9Ob1ZERG-a18TmONcs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Carolina Robles Studio","098 117 8408","","5","31","https://carolinarobles-studio.com/","sitio_propio","","false","Centro de estética","Av. Eloy Alfaro y Intersección: BUGANVILLAS N46-57, 170503 Quito","La Carolina, Quito","https://www.google.com/maps/place/Carolina+Robles+Studio/data=!4m7!3m6!1s0x91d591ba5e905761:0x8124363aa24617b1!8m2!3d-0.1585139!4d-78.4666999!16s%2Fg%2F11mk_msvw9!19sChIJYVeQXrqR1ZERsRdGojo2JIE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Capital Salón","099 612 2235","","5","18","","ninguno","","true","Peluquería","Finlandia n36-83 y Suecia, 170505 Quito","La Carolina, Quito","https://www.google.com/maps/place/Capital+Sal%C3%B3n/data=!4m7!3m6!1s0x91d59bedf05bfd09:0x569b864f910a780d!8m2!3d-0.1788383!4d-78.4805059!16s%2Fg%2F11z9tp8s1p!19sChIJCf1b8O2b1ZERDXgKkU-Gm1Y?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"ONIX HAIR SALON","096 104 1180","","4.9","27","https://www.instagram.com/marcosriveroj/","solo_red_social","","true","Peluquería","edificio Cosmopolitan parc nivel mezzanine, Luxemburgo y, Portugal y Av. de los Shyris, Oficina N* 203, 170505 Quito","La Carolina, Quito","https://www.google.com/maps/place/ONIX+HAIR+SALON/data=!4m7!3m6!1s0x91d59b7a2a6ab539:0x6fa975d72a5614ed!8m2!3d-0.1820885!4d-78.4812724!16s%2Fg%2F11rs2_bjb5!19sChIJObVqKnqb1ZER7RRWKtd1qW8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"The Cave Barbershop Riocentro Quito","098 363 2984","","4.9","1558","http://www.thecave.ec/","sitio_propio","2022","false","Barbería","Riocentro shopping, 170513 Quito","La Carolina, Quito","https://www.google.com/maps/place/The+Cave+Barbershop+Riocentro+Quito/data=!4m7!3m6!1s0x91d59bb867af725d:0xf8d0016ebfbd159f!8m2!3d-0.1659255!4d-78.4761841!16s%2Fg%2F11tc8wvdls!19sChIJXXKvZ7ib1ZERnxW9v24B0Pg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Imagen peluquería /estética","096 731 0697","","4.3","36","","ninguno","","true","Peluquería","Av. de los Shyris y Av. Tomás de Berlanga esquina, 170513 Quito","La Carolina, Quito","https://www.google.com/maps/place/Imagen+peluquer%C3%ADa+%2Fest%C3%A9tica/data=!4m7!3m6!1s0x91d59a9f63e0ab33:0xc7f07b285af2f7e6!8m2!3d-0.1648464!4d-78.4791122!16s%2Fg%2F11btvg8bbs!19sChIJM6vgY5-a1ZER5vfyWih78Mc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Lorla Brasil Studio Color","099 981 7631","","4.3","21","","ninguno","","true","Peluquería","170515 Quito","La Carolina, Quito","https://www.google.com/maps/place/Lorla+Brasil+Studio+Color/data=!4m7!3m6!1s0x91d59b78090b6141:0x400851a72c838a9a!8m2!3d-0.1872271!4d-78.4897805!16s%2Fg%2F11h3zp4pjm!19sChIJQWELCXib1ZERmoqDLKdRCEA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"MEN’S BARBER & ACADEMY - SHYRIS","098 851 3030","mensuiospa@gmail.com","4.7","323","https://mensecuador.com/","sitio_propio","2026","false","Barbería","Av. de los Shyris N36-188, 170102 Quito","La Carolina, Quito","https://www.google.com/maps/place/MEN%E2%80%99S+BARBER+%26+ACADEMY+-+SHYRIS/data=!4m7!3m6!1s0x91d59b75f95b02d3:0x762f51bfd00fa7c7!8m2!3d-0.1776917!4d-78.4809339!16s%2Fg%2F11nn0tll5f!19sChIJ0wJb-XWb1ZERx6cP0L9RL3Y?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"755 Barber Studio","097 877 4080","","4.8","480","https://book.weibook.co/755","sitio_propio","2026","false","Barbería","Edificio La Tribuna Penthouse, Av. de los Shyris y Portugal N34-382 y, Piso 13, 170505 Quito","La Carolina, Quito","https://www.google.com/maps/place/755+Barber+Studio/data=!4m7!3m6!1s0x91d59b1cac6e8187:0xa1c4a719ae213fe9!8m2!3d-0.1822255!4d-78.4818693!16s%2Fg%2F11vj8vhdmn!19sChIJh4FurByb1ZER6T8hrhmnxKE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"TONI VELEZ STUDIO PELUQUERIA","098 774 7791","","3.3","12","","ninguno","","true","Peluquería","RGF7+53F, 170135 Quito","La Carolina, Quito","https://www.google.com/maps/place/TONI+VELEZ+STUDIO+PELUQUERIA/data=!4m7!3m6!1s0x91d59b8928686315:0x15778f9990330db2!8m2!3d-0.1770349!4d-78.4874422!16s%2Fg%2F11tnw0zz1s!19sChIJFWNoKImb1ZERsg0zkJmPdxU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"SION PELUQUERÍA","099 923 9384","","4.1","36","https://wa.link/vd4ipu","sitio_propio","","false","Peluquería","Blvr. Naciones Unidas 170201, 170201 Quito","La Carolina, Quito","https://www.google.com/maps/place/SION+PELUQUER%C3%8DA/data=!4m7!3m6!1s0x91d59a851bce1dbb:0x8b8c6f583e24d2a2!8m2!3d-0.1755522!4d-78.4843403!16s%2Fg%2F11c1q86qn5!19sChIJux3OG4Wa1ZERotIkPlhvjIs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Anna Berru Beauty Studio - Quito","095 864 4100","","4.7","147","https://annaberrubeautystudio.site.agendapro.com/ec","sitio_propio","","false","Centro de estética","Av. Av. República, y y Av. América, 170507 Quito","La Carolina, Quito","https://www.google.com/maps/place/Anna+Berru+Beauty+Studio+-+Quito/data=!4m7!3m6!1s0x91d59b1835d2080f:0xd34be064db77f274!8m2!3d-0.1749031!4d-78.4927027!16s%2Fg%2F11rt_z0ckk!19sChIJDwjSNRib1ZERdPJ322TgS9M?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluqueria Pablo Latorre","","","4.8","28","","ninguno","","true","Peluquería","Av. Brasil 932, 170104 Quito","La Carolina, Quito","https://www.google.com/maps/place/Peluqueria+Pablo+Latorre/data=!4m7!3m6!1s0x91d59a97cd0458ab:0xba35256bf16314c7!8m2!3d-0.161106!4d-78.4945374!16s%2Fg%2F11g7_fqj56!19sChIJq1gEzZea1ZERxxRj8WslNbo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Oporto Hair Salon","096 714 3914","","4.1","46","https://web.bewe.co/oporto-hair-salon/","sitio_propio","","false","Peluquería","Av. Portugal E9-28, Quito 170135, 170150 Quito","La Carolina, Quito","https://www.google.com/maps/place/Oporto+Hair+Salon/data=!4m7!3m6!1s0x91d59b9291e04391:0x5dfae8bd4f555c92!8m2!3d-0.1817009!4d-78.4814008!16s%2Fg%2F11tjllwrll!19sChIJkUPgkZKb1ZERklxVT73o-l0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"SportsKut Quito Tennis","098 461 7210","388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us","4.6","846","https://es.fresha.com/book-now/sk-cul84okn/services?lid=812838&pId=763843","sitio_propio","","false","Barbería","Av. Brasil y Mariano Echeverria N41-62 y, 170510 Quito","La Carolina, Quito","https://www.google.com/maps/place/SportsKut+Quito+Tennis/data=!4m7!3m6!1s0x91d59a97d2a05955:0x19943e897a0d7035!8m2!3d-0.1664441!4d-78.4891824!16s%2Fg%2F11c1lxwn1_!19sChIJVVmg0pea1ZERNXANeok-lBk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Beauty k Salon korea","099 245 8730","","4.7","35","","ninguno","","true","Peluquería","Av eloy alfaro, y y Av. 6 de Diciembre, 170102 Quito","La Carolina, Quito","https://www.google.com/maps/place/Beauty+k+Salon+korea/data=!4m7!3m6!1s0x91d59bef5e2c906f:0x4faa7f95cfbc0f1a!8m2!3d-0.1802111!4d-78.4791833!16s%2Fg%2F11t1fkc_w6!19sChIJb5AsXu-b1ZERGg-8z5V_qk8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Gabriel Castillo Estudio","099 523 0914","","4.9","49","https://wa.me/message/ELU4PZ6ICNVUD1","solo_red_social","","true","Peluquería","Edificio Beijing Plaza, Av. 6 de Diciembre y Los Naranjos, 170150 Quito","La Carolina, Quito","https://www.google.com/maps/place/Gabriel+Castillo+Estudio/data=!4m7!3m6!1s0x91d59b602691eefd:0xefa95a3cb8831af0!8m2!3d-0.1812868!4d-78.4790375!16s%2Fg%2F11lpzx_cjp!19sChIJ_e6RJmCb1ZER8BqDuDxaqe8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Fabian Hermida","(02) 600-0815","","4.7","23","","ninguno","","true","Peluquería","Av. Mariana de Jesús y Iñaquito E5-95, 170515 Quito","La Carolina, Quito","https://www.google.com/maps/place/Fabian+Hermida/data=!4m7!3m6!1s0x91d59a64f9ff63a7:0xd3684e3645275286!8m2!3d-0.1895292!4d-78.4890472!16s%2Fg%2F11g1fs__3t!19sChIJp2P_-WSa1ZERhlInRTZOaNM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"MAZZIANI Peluquería","(02) 600-9415","","4.9","28","","ninguno","","true","Peluquería","RGMG+C3W, De las Hiedras, 170513 Quito","La Carolina, Quito","https://www.google.com/maps/place/MAZZIANI+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d590757bffbf11:0x7daf2de5cab9f0a4!8m2!3d-0.1663798!4d-78.4748001!16s%2Fg%2F11csqdht57!19sChIJEb__e3WQ1ZERpPC5yuUtr30?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Style Lash","099 892 7720","","3.1","37","https://instagram.com/stylelashec?igshid=YmMyMTA2M2Y=","solo_red_social","","true","Centro de estética","Shyris y Portugal, edificio Cosmopolitan Parc, local 101, 170505 Quito","La Carolina, Quito","https://www.google.com/maps/place/Style+Lash/data=!4m7!3m6!1s0x91d59b9174ab3c23:0xa0de7dcf5f76e023!8m2!3d-0.1818804!4d-78.4819595!16s%2Fg%2F11p7351frg!19sChIJIzyrdJGb1ZERI-B2X8993qA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Bela Express","099 244 3726","","4.2","33","","ninguno","","true","Peluquería","Finlandia 188, 170135 Quito","La Carolina, Quito","https://www.google.com/maps/place/Bela+Express/data=!4m7!3m6!1s0x91d59a814a1806af:0x18a6f917dbd9f0ae!8m2!3d-0.1796845!4d-78.4805652!16s%2Fg%2F11bz_12dk9!19sChIJrwYYSoGa1ZERrvDZ2xf5phg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Jesús Battista | Peluqueria","099 174 4066","","5","8","","ninguno","","true","Peluquería","El Jardín 168, 170135 Quito","La Carolina, Quito","https://www.google.com/maps/place/Jes%C3%BAs+Battista+%7C+Peluqueria/data=!4m7!3m6!1s0x91d59b439d9d4db5:0x550da6720e6f7807!8m2!3d-0.1802222!4d-78.4793716!16s%2Fg%2F11j2g50765!19sChIJtU2dnUOb1ZERB3hvDnKmDVU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"STYLUS PELUQUERIA","099 802 0405","","4.6","31","","ninguno","","true","Centro de estética","Centro Comercial Unicornio II, Av. Río Amazonas N34-177, 170102 Quito","La Carolina, Quito","https://www.google.com/maps/place/STYLUS+PELUQUERIA/data=!4m7!3m6!1s0x91d59a8585c2a3f3:0xdc19ff7eaf769120!8m2!3d-0.1768166!4d-78.4861564!16s%2Fg%2F11gwmh40ll!19sChIJ86PChYWa1ZERIJF2r37_Gdw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Gran Salón Peluquería","099 966 1651","","4.9","63","","ninguno","","true","Centro de estética","El Telégrafo, 170135 Quito","La Carolina, Quito","https://www.google.com/maps/place/Gran+Sal%C3%B3n+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a9cdbb52977:0xf8a9830fe3381c87!8m2!3d-0.1733864!4d-78.4784408!16s%2Fg%2F11fx8r9sv8!19sChIJdym125ya1ZERhxw44w-Dqfg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Malu peluquería Quito","096 413 4705","","4.7","7","","ninguno","","true","Peluquería","Isla Genovesa y e N41-18, 170102 Quito","La Carolina, Quito","https://www.google.com/maps/place/Malu+peluquer%C3%ADa+Quito/data=!4m7!3m6!1s0x91d59b9fed84f777:0xa05aee12e6b47baa!8m2!3d-0.1673097!4d-78.4818088!16s%2Fg%2F11mxzngqgp!19sChIJd_eE7Z-b1ZERqnu05hLuWqA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"StrawBeauty República del Salvador | MANICURE, PEDICURE, BALAYAGE, ALISADOS, PESTAÑAS, MAQUILLAJE","098 337 2168","","4.7","210","https://beacons.ai/strawbeautystudio?fbclid=PAAaabZGdqDsQc_9Qqh9Ic3IHAzX4DERkeIWMvKQNl_2Zd2TLGsurPF5LKaLM","sitio_propio","","false","Peluquería","Ed. Plaza Kendo, Av. República del Salvador y, Portugal y Segundo Piso Local #1, 170505 Quito","La Carolina, Quito","https://www.google.com/maps/place/StrawBeauty+Rep%C3%BAblica+del+Salvador+%7C+MANICURE,+PEDICURE,+BALAYAGE,+ALISADOS,+PESTA%C3%91AS,+MAQUILLAJE/data=!4m7!3m6!1s0x91d59becf5c87aa9:0xe32e02e452ce0393!8m2!3d-0.1809711!4d-78.4802685!16s%2Fg%2F11h38_tknh!19sChIJqXrI9eyb1ZERkwPOUuQCLuM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"People Peluquería Patty & Ivonne","","","4.5","6","https://peoplepeluqueria.com/","sitio_propio","2026","false","Peluquería","Luxemburgo y Holanda N34-140 y, 170505 Quito","La Carolina, Quito","https://www.google.com/maps/place/People+Peluquer%C3%ADa+Patty+%26+Ivonne/data=!4m7!3m6!1s0x91d59b899d4e11a3:0x51f2d94a999aacaa!8m2!3d-0.1838233!4d-78.4814204!16s%2Fg%2F11p771m0ks!19sChIJoxFOnYmb1ZERqqyamUrZ8lE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Refresh Spa Ecuador","","","4.2","18","","ninguno","","true","Spa","Edificio, Renazzo Plaza, Av. De Los Shyris, y y Suecia, 170135 Quito","La Carolina, Quito","https://www.google.com/maps/place/Refresh+Spa+Ecuador/data=!4m7!3m6!1s0x91d59a86b623b7e3:0x79b82f5a6faefe51!8m2!3d-0.1797914!4d-78.4810995!16s%2Fg%2F11g6mkm3m4!19sChIJ47cjtoaa1ZERUf6ub1ovuHk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Theos Beauty Center","(02) 333-1744","","3.7","57","","ninguno","","true","Barbería","Suecia 110y, 170135 Quito","La Carolina, Quito","https://www.google.com/maps/place/Theos+Beauty+Center/data=!4m7!3m6!1s0x91d59a815bddcf2d:0x873848f570c5675a!8m2!3d-0.1787324!4d-78.4796079!16s%2Fg%2F11c70j4pn5!19sChIJLc_dW4Ga1ZERWmfFcPVIOIc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Hair Play Norte Pelu Infantil","099 215 1152","","4.2","179","","ninguno","","true","Peluquería","Julio Moreno, 170135 Quito","La Carolina, Quito","https://www.google.com/maps/place/Hair+Play+Norte+Pelu+Infantil/data=!4m7!3m6!1s0x91d59a8101e2d123:0xef0e7eca5a4de99b!8m2!3d-0.1810113!4d-78.4783465!16s%2Fg%2F11bx2ksdr3!19sChIJI9HiAYGa1ZERm-lNWsp-Du8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"SOHAN Haircut & Shaves","095 885 6674","","4.9","36","https://www.instagram.com/sohanhaircut.ec?igsh=NGszenp6ajBpa21x","solo_red_social","","true","Barbería","Mariana de Jesus 175, 170518 Quito","La Carolina, Quito","https://www.google.com/maps/place/SOHAN+Haircut+%26+Shaves/data=!4m7!3m6!1s0x91d59b0055330e21:0xb4ee41fb1b41c7b7!8m2!3d-0.1904248!4d-78.4874785!16s%2Fg%2F11wjv2ypqw!19sChIJIQ4zVQCb1ZERt8dBG_tB7rQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Ebenezer Adah salón","","","5","56","","ninguno","","true","Centro de estética","El Jardín y Av. 6 de Diciembre &, 170102 Quito","La Carolina, Quito","https://www.google.com/maps/place/Ebenezer+Adah+sal%C3%B3n/data=!4m7!3m6!1s0x91d59b000e790715:0x9bf0204edd5027c7!8m2!3d-0.1802384!4d-78.47923!16s%2Fg%2F11xcwn9cy_!19sChIJFQd5DgCb1ZERxydQ3U4g8Js?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"LUIGGI HAIR STUDIO","099 596 5210","","3.8","54","","ninguno","","true","Peluquería","Ventura Plaza, Av. República de El Salvador y Suecia 40 y, 170505 Quito","La Carolina, Quito","https://www.google.com/maps/place/LUIGGI+HAIR+STUDIO/data=!4m7!3m6!1s0x91d59bc2c71df1f1:0x3b9a52cf313b47b!8m2!3d-0.1793408!4d-78.4796618!16s%2Fg%2F11rdn__vq7!19sChIJ8fEdx8Kb1ZERe7QT8yyluQM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Egüezguillen Hair & Body","098 746 8686","","4.8","12","","ninguno","","true","Peluquería","Shyris y Suecia Edificio argentum of 1004, piso 10, Quito","La Carolina, Quito","https://www.google.com/maps/place/Eg%C3%BCezguillen+Hair+%26+Body/data=!4m7!3m6!1s0x91d59a8c6de6ea5f:0xc43fa800e48bc380!8m2!3d-0.1800653!4d-78.4813221!16s%2Fg%2F11c2j0p7h7!19sChIJX-rmbYya1ZERgMOL5ACoP8Q?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Stilo Chic","(02) 292-2124","","4.5","284","","ninguno","","true","Peluquería","Av. Tomás de Berlanga, 170513 Quito","Iñaquito, Quito","https://www.google.com/maps/place/Stilo+Chic/data=!4m7!3m6!1s0x91d59aa1fbd0a601:0xb50593eba517064f!8m2!3d-0.1647148!4d-78.4801217!16s%2Fg%2F11dxch9xx1!19sChIJAabQ-6Ga1ZERTwYXpeuTBbU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Zeus Barberia Tradicional","098 793 6795","","4.7","211","","ninguno","","true","Peluquería","Av. Isla Floreana y Isla Seymour E8-13 e, 170135 Quito","Iñaquito, Quito","https://www.google.com/maps/place/Zeus+Barberia+Tradicional/data=!4m7!3m6!1s0x91d59bd5c53d8ba5:0xbe6cbb74794835!8m2!3d-0.167564!4d-78.4800614!16s%2Fg%2F11m8g9z_92!19sChIJpYs9xdWb1ZERNUh5dLtsvgA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Khristones","(02) 244-4355","","4.1","254","http://www.khristonespeluqueria.com/","sitio_propio","2022","false","Peluquería","Av. Tomás de Berlanga, 170137 Quito","Iñaquito, Quito","https://www.google.com/maps/place/Khristones/data=!4m7!3m6!1s0x91d59a9f66f4174b:0x76432d25b8da8a39!8m2!3d-0.1654178!4d-78.4791977!16s%2Fg%2F12qffw4vx!19sChIJSxf0Zp-a1ZEROYrauCUtQ3Y?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"MONALISA Peluqueria y Barberia Floreana","099 871 9781","","4.1","399","","ninguno","","true","Peluquería","Av. Isla Floreana 43 e, 170102 Quito","Iñaquito, Quito","https://www.google.com/maps/place/MONALISA+Peluqueria+y+Barberia+Floreana/data=!4m7!3m6!1s0x91d59b59695d6ea7:0x1012dbc432774877!8m2!3d-0.1675123!4d-78.4808818!16s%2Fg%2F11gr68wj8d!19sChIJp25daVmb1ZERd0h3MsTbEhA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Andrés Roa Beauty & Style","099 527 0988","","4.6","92","","ninguno","","true","Peluquería","Av. de los Shyris y Av. Isla Floreana N41-131 e, 170513 Quito","Iñaquito, Quito","https://www.google.com/maps/place/Andr%C3%A9s+Roa+Beauty+%26+Style/data=!4m7!3m6!1s0x91d59a9ec3644853:0xca89bd1c3338775a!8m2!3d-0.1676351!4d-78.4796232!16s%2Fg%2F11bwhq6y_v!19sChIJU0hkw56a1ZERWnc4Mxy9ico?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Monalisa","098 737 3469","","3.7","186","","ninguno","","true","Peluquería","RGP8+8QJ, Tomas de Berlanga, Y y Av. Río Amazonas, 170513 Quito","Iñaquito, Quito","https://www.google.com/maps/place/Monalisa/data=!4m7!3m6!1s0x91d59bb6eb565cb7:0xb09e5397c63830c1!8m2!3d-0.1641677!4d-78.4831219!16s%2Fg%2F11rwn6fd_z!19sChIJt1xW67ab1ZERwTA4xpdTnrA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"The Crown salón de belleza","099 890 9254","","4.8","68","","ninguno","","true","Peluquería","Av Gaspar de villarroel, y y Av. 6 de Diciembre, 170137 Quito","Iñaquito, Quito","https://www.google.com/maps/place/The+Crown+sal%C3%B3n+de+belleza/data=!4m7!3m6!1s0x91d59b5536ef382b:0xa9355b56dd3df237!8m2!3d-0.1705073!4d-78.4773405!16s%2Fg%2F11l2xdncsd!19sChIJKzjvNlWb1ZERN_I93VZbNak?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"El Tono Perfecto Peluquería","098 713 5799","","4.8","25","","ninguno","","true","Peluquería","Av. de los Shyris n39-113, 170506 Quito","Iñaquito, Quito","https://www.google.com/maps/place/El+Tono+Perfecto+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59b90d55d972b:0x69cfd209944fbc82!8m2!3d-0.1718635!4d-78.480283!16s%2Fg%2F11fnwmrq86!19sChIJK5dd1ZCb1ZERgrxPlAnSz2k?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Fernando Capa Peluquería","(02) 224-9325","","4.9","23","https://www.facebook.com/pages/biz/FG-Peluqueia-435002613325167/","solo_red_social","","true","Peluquería","Avenida, Av. Río Coca y París E10-16, 170501 Quito","Iñaquito, Quito","https://www.google.com/maps/place/Fernando+Capa+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59aa05029e80d:0xcd29973e80bd6648!8m2!3d-0.1631136!4d-78.4774758!16s%2Fg%2F11gmx8g0st!19sChIJDegpUKCa1ZERSGa9gD6XKc0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
